ProductID,URL,Title,Selling Price,MRP,Discount,Rating,Category
B0CBNR2ML6,https://www.amazon.in/dp/B0CBNR2ML6?th=1&psc=1&language=en_IN,"Mattel Games UNO Show ‘em No Mercy Card Game for Kids, Adults & Family Parties and Travel with Extra Cards, Special Rules and Tougher Penalties.",239,"M.R.P.:
₹299",-20%,4.5 out of 5,Toys & Games
B09JYYB1RP,https://www.amazon.in/dp/B09JYYB1RP?th=1&psc=1&language=en_IN,"Nerf Alpha Strike Wolf LR-1 Blaster with Targeting Scope, 12 Nerf Darts, Toys for Kids Teens and Adults, Fun Gift Toy for Boys, Birthday Gift Toy for Kids Ages 8+",649,"M.R.P.:
₹999",-35%,4.2 out of 5,Toys & Games
B0CQK691XQ,https://www.amazon.in/dp/B0CQK691XQ?th=1&psc=1&language=en_IN,"Popsugar Off Roader Rechargeable Remote Control Car | RC Car Monster Truck | 4 Headlight Modes | Lithium Battery | C-Type Charging | Remote Control Car for Kids | Made in India, Red","1,199","M.R.P.:
₹2,799",-57%,4.1 out of 5,Toys & Games
B0DW8FDLHB,https://www.amazon.in/dp/B0DW8FDLHB?th=1&psc=1&language=en_IN,"NATIONAL ARMS VIKRETA Pistol Toy Shooting Gun with 110+ Bullets & 20 Special Bullets for Kids Age 14 Years & Above, Pull Back The Loader to Load Gun, Do Not Shoot Human & Animal","2,450","M.R.P.:
₹2,999",-18%,2.5 out of 5,Toys & Games
B08663TRYP,https://www.amazon.in/dp/B08663TRYP?th=1&psc=1&language=en_IN,"MONOPOLY Board Game (Multicolor) for Families and Kids Ages 8 and Up, Classic fantasy Gameplay",974,"M.R.P.:
₹999",-3%,4.2 out of 5,Toys & Games
B0DGTKRWQ1,https://www.amazon.in/dp/B0DGTKRWQ1?th=1&psc=1&language=en_IN,"CrustaStun Gel Blaster Gun for Kids-Adults, Electric Operated, High Speed Up to 50 Feet Range, Includes Gel Balls (Multi Color)","2,499","M.R.P.:
₹5,999",-58%,4.3 out of 5,N/A
B0DHRMV3JC,https://www.amazon.in/dp/B0DHRMV3JC?th=1&psc=1&language=en_IN,"Best Toy Creation Poke Cards for Kids, 40 Pcs Playing Card 10 G,10Silver,10 Black & 10 Rainbow 40-Piece Set All Rare Series Set Real V Max GX Special High HP (G+Silver+Black+Rainbow, Total 40 Cards)",299,"M.R.P.:
₹998",-70%,4.6 out of 5,Toys & Games
B0F6LR1SN4,https://www.amazon.in/dp/B0F6LR1SN4?th=1&psc=1&language=en_IN,"Little Rides Ride on Jeep,12V 4.5AH Big Battery Cars for Kids with Remote,Electric Car with 3 Speeds,LED Lights, Bluetooth & Music Kids to Drive 2 to 8 Years Boys Girls - Red","7,299","M.R.P.:
₹23,999",-70%,5 out of 5,Toys & Games
B0CQFM8RBD,https://www.amazon.in/dp/B0CQFM8RBD?th=1&psc=1&language=en_IN,"Storio Toys Kitchen Set for Kids Girls Big Cooking Set Light and Sound Pretend Play Toy Battery Operated with Accessories,Pink","1,187","M.R.P.:
₹2,469",-52%,3.9 out of 5,Toys & Games
B0CHGDG9DJ,https://www.amazon.in/dp/B0CHGDG9DJ?th=1&psc=1&language=en_IN,VEBETO Kids Piano with Mic (1 Year Warranty) 37 Keys 8 Rhythms 8 Tones 6 Demos Portable Electronic Keyboard Toy Beginners Educational Songs Recording Musical Toys Age 2 3 4 5 Years Boys Girls,898,"M.R.P.:
₹1,999",-55%,4.1 out of 5,Toys & Games
B0CLLT71RW,https://www.amazon.in/dp/B0CLLT71RW?th=1&psc=1&language=en_IN,Fusked Hermoine Light Wand - Harrypotter Accesssories Toy for Kids Gift - Cosplay Magic Wands Stick (Limited Edition 2024),849,"M.R.P.:
₹1,999",-58%,4 out of 5,Toys & Games
B0C8JPGMGM,https://www.amazon.in/dp/B0C8JPGMGM?th=1&psc=1&language=en_IN,"Popcorn Games & Puzzles 10 in 1 Classic Board Games for Smart Kids|Help to Boost Decision Making,Strategic Thinking and Problem Solving, Family",483,"M.R.P.:
₹599",-19%,4.1 out of 5,Toys & Games
B0BNBBY3V3,https://www.amazon.in/dp/B0BNBBY3V3?th=1&psc=1&language=en_IN,"Kiddie Galaxia® Space Theme Pencil Box for Kids,Pencil Box for Kids Boys & Girls,Space Theme Return Gifts for Kid (with Accessories)",298,"M.R.P.:
₹1,999",-85%,4 out of 5,Toys & Games
B0DG35RR1Q,https://www.amazon.in/dp/B0DG35RR1Q?th=1&psc=1&language=en_IN,"IZI Spectra Remote controlled Drone with Camera 4K HDR Cinematic, 1"" CMOS sensor,102 Min Flight, 22KMs Video transmission, 3-Axis Gimbal, GPS drone, Omni obstacle sensor,1 key RTH, 2 Batteries","99,999","M.R.P.:
₹6,99,990",-86%,3.9 out of 5,Toys & Games
B0CMQFJ7MS,https://www.amazon.in/dp/B0CMQFJ7MS?th=1&psc=1&language=en_IN,bnf® Drone Carrying Case Travel Case for D.J.I Mini 3 Pro Drone Red,"2,270","M.R.P.:
₹4,869",-53%,N/A,Home & Kitchen
B0DHY8HHVS,https://www.amazon.in/dp/B0DHY8HHVS?th=1&psc=1&language=en_IN,Gurukrupa International Colorfull and Light Weight Kids Play Tent House for 3 to 10 Years Old Kids Girls and Boys (05 Crane 0005),"1,199","M.R.P.:
₹2,499",-52%,3.3 out of 5,Toys & Games
B09C5KK7CH,https://www.amazon.in/dp/B09C5KK7CH?th=1&psc=1&language=en_IN,ToyTastic Magnetic Educational Chess Board Set with Folding Chess Board 2 Plyaers Travel Toys for Kids and Adults (10 Inch) (Black Color),299,"M.R.P.:
₹1,599",-81%,4.1 out of 5,Toys & Games
B0DHRMV3JC,https://www.amazon.in/dp/B0DHRMV3JC?th=1&psc=1&language=en_IN,"Best Toy Creation Poke Cards for Kids, 40 Pcs Playing Card 10 G,10Silver,10 Black & 10 Rainbow 40-Piece Set All Rare Series Set Real V Max GX Special High HP (G+Silver+Black+Rainbow, Total 40 Cards)",299,"M.R.P.:
₹998",-70%,4.6 out of 5,Toys & Games
B0D3Z89JJ4,https://www.amazon.in/dp/B0D3Z89JJ4?th=1&psc=1&language=en_IN,"Niku Dazzling Dolls for Girls | Doll with Moveable Arms, Legs, Elbow & Knee for Girls (Doll with Accessoires) | Best Birthday Gift Toy",249,"M.R.P.:
₹269",-7%,3.5 out of 5,Toys & Games
B0D8LLM37K,https://www.amazon.in/dp/B0D8LLM37K?th=1&psc=1&language=en_IN,DWH Wireless video games for tv gaming Retro gaming console with Game Stick 1080p Plug & Play TV Video Game Set for 2 player with 9Emulator for Kids & Old School Station Video Game,"1,590","M.R.P.:
₹4,999",-68%,3.8 out of 5,Toys & Games
B0F8885Y36,https://www.amazon.in/dp/B0F8885Y36?th=1&psc=1&language=en_IN,"dRoNe wItH hD DuAl cAmErA BrUsHlEsS MoToR, oNe cLiCk tAkEoFf/lAnDiNg FlIp rOlLiNg gEsTuRe cOnTrOl wI-Fi cAmErA ReMoTe cOnTrOl dRoNe wItH FoLlOw mE FuNcTiOn",N/A,N/A,N/A,N/A,Beauty
