ProductID,URL,Title,Selling Price,MRP,Discount,Rating,Category
B08CFJBZRK,https://www.amazon.in/dp/B08CFJBZRK?th=1&psc=1&language=en_IN,Prestige IRIS Plus 750 watt mixer grinder with Jar,,6,49,4,Home & Kitchen
B00KRCBA6E,https://www.amazon.in/dp/B00KRCBA6E?th=1&psc=1&language=en_IN,Maharaja Whiteline Lava Neo 1200-Watts Halogen Heater (White and Red),,3,41,4,Home & Kitchen
B009P2LK80,https://www.amazon.in/dp/B009P2LK80?th=1&psc=1&language=en_IN,"Bajaj Deluxe 2000 Watts Halogen Room Heater (ISI Approved), Multicolor",,1,4,4,Home & Kitchen
B091V8HK8Z,https://www.amazon.in/dp/B091V8HK8Z?th=1&psc=1&language=en_IN,"Milton Euroline Go Electro 2.0 Stainless Steel Electric Kettle, 1 Piece, 2 Litre, Silver, Power Indicator, 1350 Watts, Auto Cut-off, Detachable 360 Degree Connector, Boiler for Water, Instant Noodles",799,1,50,4,Home & Kitchen
B08MVSGXMY,https://www.amazon.in/dp/B08MVSGXMY?th=1&psc=1&language=en_IN,Crompton Insta Comfy 800 Watt Room Heater with 2 Heat Settings(Grey Blue),,2,55,4,Home & Kitchen
B00H0B29DI,https://www.amazon.in/dp/B00H0B29DI?th=1&psc=1&language=en_IN,USHA Heat Convector 812 T 2000-Watt with Instant Heating Feature Room Heater(Black),,2,26,4,Home & Kitchen
B09GYBZPHF,https://www.amazon.in/dp/B09GYBZPHF?th=1&psc=1&language=en_IN,"Lifelong Mixer Grinder for Kitchen - 2 Jars 500 Watt - Mixie with Mini Jar for Chutney & Liquidizing Jar used as Wet Grinder & Blender for Milkshake, Smoothie, Puree -Stainless Steel Blades (LLMG93)",,2,56,4,Home & Kitchen
B0BN2576GQ,https://www.amazon.in/dp/B0BN2576GQ?th=1&psc=1&language=en_IN,"Nova Lint remover for Woolen Clothes, Electric Lint Roller, Best Lint Shaver for Clothes lint Roller lint Roller for clothes nova lint Roller for clothes lint roller lint shaver electric fabric shaver",299,999,70,4,Home & Kitchen
B0B2CZTCL2,https://www.amazon.in/dp/B0B2CZTCL2?th=1&psc=1&language=en_IN,"Wipro Elato 1.8 Litre Cool Touch Electric Kettle With Auto Cut Off|Double Layer Outer Body|Triple Protection-Dry Boil,Steam&Over Heat|Stainless Steel Inner Body|(Black,1500 Watt)1.8 Liter,1500 Watt",,1,28,4,Home & Kitchen
B0B5KZ3C53,https://www.amazon.in/dp/B0B5KZ3C53?th=1&psc=1&language=en_IN,"KENT Kettle Multicooker Cum Steamer 1.2 liters 800W| Boiling of Water, Tea,Eggs, Instant Noodle Maker, Steaming idlis, Momos |Inner Stainless Steel without joint and welding & Cool Touch Outer Body",,2,51,4,Home & Kitchen
B00935MD1C,https://www.amazon.in/dp/B00935MD1C?th=1&psc=1&language=en_IN,Prestige 1.8 Litres Electric Rice Cooker PRWO 1.8-2| 2 Aluminium Cooking Pans | Stainless Steel Lid | Grey/White | Cool Touch Handles | Detachable Power Cord | 700- Watt,,3,35,4,Home & Kitchen
B0912WJ87V,https://www.amazon.in/dp/B0912WJ87V?th=1&psc=1&language=en_IN,Reffair AX30 [MAX] Air Purifier for Car & Home | 3rd Gen - Type-C Cable | Plasma Ions Function | H13 True HEPA Filter | Aromatherapy (Black),,4,39,4,Car & Motorbike
B094G9L9LT,https://www.amazon.in/dp/B094G9L9LT?th=1&psc=1&language=en_IN,"Kent Vogue 1.8Litre Electric Kettle(Stainless steel), Silver, MEDIUM (16088)",,,,4,Home & Kitchen
B07NRTCDS5,https://www.amazon.in/dp/B07NRTCDS5?th=1&psc=1&language=en_IN,"Brayden Fito Atom Portable Blender | Smoothie, Milk Shake, Protien Shake And Fresh Juice | Handy Travel Juicer | 2000 Mah Rechargeable Battery | 3.7V Copper Motor | 400Ml Tritan Jar (Blue), 35 Watt",,,,4,Home & Kitchen
B009DA69W6,https://www.amazon.in/dp/B009DA69W6?th=1&psc=1&language=en_IN,KENT Gold Optima Gravity Water Purifier (11016) | UF Technology Based | Non-Electric & Chemical Free | Counter Top | 10L Storage | White,,2,13,4,Home & Kitchen
B099PR2GQJ,https://www.amazon.in/dp/B099PR2GQJ?th=1&psc=1&language=en_IN,,,,,0,
B09R83SFYV,https://www.amazon.in/dp/B09R83SFYV?th=1&psc=1&language=en_IN,"Akiara - Makes life easy Mini Sewing Machine with Table Set | Tailoring Machine | Hand Sewing Machine with extension table, foot pedal, adapter, White",,2,38,4,Home & Kitchen
B07989VV5K,https://www.amazon.in/dp/B07989VV5K?th=1&psc=1&language=en_IN,Usha 3713 1300Watt Steam Iron with Self Cleaning Function | Teflon Coated Soleplate | Powerful Steam Output upto18gm/min | 180ml Water Tank Capacity | 2 Years Warranty | (Blue & White),949,1,39,4,Home & Kitchen
B07FL3WRX5,https://www.amazon.in/dp/B07FL3WRX5?th=1&psc=1&language=en_IN,"Wonderchef Nutri Blend Complete Kitchen Machine, Mixer Grinder, Blender, Chopper, Juicer, Stainless Steel Blades, 4 Jars with chopper, 500 Watts, Black, Online Recipe Book By Chef Sanjeev Kapoor",,6,51,4,Home & Kitchen
B0BNQMF152,https://www.amazon.in/dp/B0BNQMF152?th=1&psc=1&language=en_IN,"ROYAL STEP Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (MULTII) (MULTI COLOUR 6 BLED JUICER MIXER)",,,,3,Home & Kitchen
B0B84KSH3X,https://www.amazon.in/dp/B0B84KSH3X?th=1&psc=1&language=en_IN,Wipro Vesta GD203 1200 watts Heavyweight Automatic Plastic Dry Iron| Quick Heat Up| Anti bacterial German Weilburger Double Coated Black Soleplate |2 Years Warranty,,,,4,Home & Kitchen
